user_id,join_date,country,device_type,subscription_type
u965165,2022-08-09,FR,iPhone,premium
u369228,2023-07-23,AU,Android Tablet,enterprise
u023692,2021-08-18,JP,Mac,basic
u829387,2022-11-02,CA,iPad,free
u151918,2022-11-06,UK,Mac,premium
u044612,2021-02-25,MX,iPhone,free
u340828,2022-07-03,CA,iPhone,enterprise
u116275,2023-09-08,MX,iPhone,basic
u442272,2020-01-02,JP,iPhone,basic
u252186,2023-10-17,FR,Windows,premium
u379029,2022-05-31,US,Android Tablet,free
u244868,2021-03-10,JP,iPhone,premium
u571113,2021-11-13,FR,iPad,enterprise
u173908,2020-05-10,AU,Windows,enterprise
u698280,2021-01-20,US,iPhone,premium
u177485,2021-01-29,DE,iPhone,free
u309740,2021-01-24,IN,Android Tablet,basic
u950045,2021-09-28,UK,Windows,enterprise
u297197,2021-11-20,MX,Android Phone,free
u611811,2020-12-12,AU,Android Tablet,premium
u355491,2020-10-19,US,Mac,enterprise
u096249,2023-09-17,MX,iPhone,free
u853798,2023-05-12,MX,iPhone,basic
u020707,2021-11-04,BR,iPhone,premium
u486161,2022-09-02,FR,Android Phone,premium
u051011,2020-07-06,IN,Windows,enterprise
u747397,2020-09-16,IN,iPhone,free
u030520,2020-06-01,IN,Windows,premium
u964788,2021-10-08,JP,Android Tablet,basic
u727545,2021-04-25,AU,Mac,basic
u182241,2020-11-01,DE,Android Tablet,free
u628598,2020-11-25,DE,Windows,premium
u938379,2023-08-06,MX,iPhone,premium
u850664,2020-09-14,AU,iPad,free
u532154,2020-01-22,IN,Android Phone,premium
u939761,2021-05-08,DE,Android Tablet,free
u794684,2023-08-03,BR,Windows,enterprise
u783484,2022-08-01,AU,Android Phone,premium
u426229,2020-11-21,AU,iPad,premium
u980440,2020-12-26,US,iPhone,free
u152790,2020-09-07,CA,Windows,free
u707443,2022-09-01,DE,Mac,enterprise
u205638,2023-08-06,UK,Android Tablet,premium
u771052,2020-11-09,DE,Mac,free
u123720,2022-11-20,UK,Android Phone,enterprise
u994875,2020-05-29,CA,Windows,enterprise
u664691,2021-07-30,DE,iPhone,basic
u365509,2020-01-11,CA,Android Tablet,free
u760560,2020-10-28,US,Windows,enterprise
u954051,2021-11-29,FR,Windows,enterprise
u171498,2023-01-24,IN,iPhone,basic
u547382,2020-04-22,BR,iPad,basic
u239750,2022-12-06,CA,Android Phone,basic
u458483,2023-03-21,US,Android Tablet,enterprise
u708170,2023-05-22,FR,iPad,enterprise
u698794,2022-04-18,JP,Windows,basic
u379497,2020-04-27,BR,iPhone,premium
u228327,2023-07-11,MX,Android Tablet,free
u269606,2023-08-24,BR,Mac,free
u917617,2022-05-09,DE,Windows,basic
u536941,2021-01-06,AU,Android Tablet,enterprise
u379287,2023-03-29,DE,Android Phone,enterprise
u029399,2023-12-24,IN,Windows,premium
u910922,2020-07-20,CA,Mac,free
u355428,2021-01-05,IN,Windows,enterprise
u232335,2020-06-04,AU,iPhone,free
u773728,2023-02-18,JP,Mac,basic
u397915,2020-12-28,US,Windows,enterprise
u501310,2021-11-01,JP,Android Tablet,enterprise
u309505,2020-01-21,IN,iPhone,premium
u184383,2020-10-19,AU,Android Phone,enterprise
u876004,2020-04-21,US,iPhone,basic
u604323,2023-10-06,US,iPad,premium
u752082,2020-10-03,AU,Android Tablet,enterprise
u527474,2021-03-08,US,Mac,free
u488605,2023-10-18,MX,Android Phone,premium
u630883,2022-03-05,DE,Mac,enterprise
u298751,2021-08-27,AU,Mac,basic
u421251,2020-08-26,JP,Mac,free
u236517,2021-04-23,US,Android Tablet,enterprise
u572650,2022-10-29,JP,iPad,premium
u175766,2021-08-08,BR,Windows,premium
u097515,2020-09-29,JP,Mac,basic
u472281,2022-10-28,FR,Android Phone,premium
u412362,2020-03-06,BR,Windows,basic
u641164,2023-02-03,IN,iPad,basic
u017446,2021-07-12,US,Mac,premium
u622526,2022-12-20,AU,Windows,basic
u767753,2020-11-10,US,Android Tablet,basic
u796908,2021-09-12,BR,Windows,premium
u326791,2022-01-28,US,iPhone,basic
u223477,2020-03-27,IN,iPhone,enterprise
u667881,2023-09-14,DE,iPhone,basic
u003023,2022-03-01,IN,Mac,free
u707614,2021-07-25,CA,iPad,enterprise
u139347,2023-10-06,DE,iPhone,enterprise
u504568,2021-09-18,DE,Mac,basic
u272186,2022-11-06,IN,Android Tablet,free
u718175,2021-04-27,MX,Windows,premium
u159927,2020-07-20,IN,Windows,free
u252126,2022-08-05,BR,Android Phone,enterprise
u379677,2023-07-30,CA,iPad,basic
u736338,2021-10-02,MX,iPad,basic
u418670,2022-11-13,DE,iPad,free
u541278,2020-04-05,US,Android Phone,basic
u396570,2023-06-08,US,iPhone,free
u288893,2021-03-21,FR,Android Tablet,basic
u763263,2023-02-18,US,Windows,basic
u000323,2021-02-23,MX,Android Phone,free
u918464,2021-04-02,IN,iPhone,free
u216873,2021-08-10,US,iPhone,enterprise
u056182,2023-11-24,BR,Mac,enterprise
u681854,2022-03-25,JP,Android Tablet,enterprise
u152330,2022-12-15,MX,Mac,free
u902086,2022-11-22,JP,Android Tablet,enterprise
u389226,2021-09-10,FR,Android Phone,free
u327943,2023-09-20,IN,Mac,free
u699530,2023-04-07,MX,iPad,basic
u433304,2020-01-11,UK,Windows,free
u737256,2021-11-30,MX,Windows,premium
u702430,2023-06-23,DE,Android Phone,basic
u591297,2022-12-04,US,Android Phone,free
u693669,2020-12-11,CA,iPhone,free
u258570,2023-06-04,MX,Mac,basic
u972125,2023-01-29,UK,Mac,premium
u166782,2023-05-30,FR,Android Phone,basic
u283270,2021-06-19,JP,Windows,enterprise
u853404,2022-12-21,IN,Android Tablet,free
u879820,2020-07-18,MX,Android Tablet,enterprise
u221916,2023-11-06,IN,Android Phone,basic
u094086,2021-08-06,US,Android Tablet,enterprise
u954132,2022-09-23,BR,Android Tablet,free
u846254,2020-01-04,AU,Mac,enterprise
u923591,2020-11-30,DE,iPhone,basic
u905253,2020-01-06,FR,Android Phone,enterprise
u783203,2023-01-04,FR,Mac,premium
u337214,2020-08-30,JP,Windows,basic
u087991,2023-02-24,JP,Android Tablet,free
u237588,2021-09-26,DE,Mac,premium
u525891,2021-07-10,FR,Windows,basic
u224271,2020-06-14,CA,Windows,basic
u795707,2020-12-26,AU,Android Tablet,basic
u542928,2023-09-24,CA,Windows,basic
u345672,2023-03-20,AU,iPad,basic
u683886,2022-04-23,JP,Android Tablet,basic
u866460,2023-07-06,US,Android Phone,enterprise
u545559,2020-12-31,MX,iPhone,basic
u684993,2023-07-29,CA,Android Tablet,enterprise
u211238,2022-06-26,IN,Android Phone,enterprise
u583093,2021-07-12,UK,iPad,enterprise
u961126,2020-07-12,IN,iPad,free
u536574,2020-05-15,BR,Windows,enterprise
u659653,2023-07-11,FR,Windows,enterprise
u910041,2021-12-11,IN,iPhone,premium
u354275,2023-06-24,FR,iPhone,premium
u797677,2022-02-02,MX,Android Phone,free
u888496,2020-03-15,FR,Mac,enterprise
u385589,2020-03-25,FR,Android Phone,basic
u388025,2021-04-18,IN,Android Tablet,basic
u463854,2020-07-14,CA,iPhone,basic
u608437,2023-12-24,CA,Windows,basic
u791024,2021-11-28,MX,Mac,enterprise
u614031,2021-07-04,FR,Android Tablet,basic
u910016,2020-10-06,UK,iPad,premium
u698601,2021-02-16,UK,iPad,free
u743010,2023-03-09,IN,iPad,enterprise
u742884,2020-09-22,US,Windows,free
u399246,2020-12-03,CA,Windows,premium
u919546,2020-02-19,AU,iPad,enterprise
u389995,2023-09-28,MX,Mac,free
u660300,2023-06-13,IN,Mac,free
u017584,2020-08-30,UK,Android Tablet,free
u024604,2020-06-14,FR,Android Phone,enterprise
u401240,2020-02-04,AU,iPad,free
u489279,2022-02-20,BR,Windows,free
u839747,2022-07-21,CA,iPad,free
u076057,2020-01-12,IN,Windows,enterprise
u875094,2022-11-20,CA,iPad,free
u490990,2023-10-07,US,Android Tablet,basic
u335411,2022-09-29,IN,Mac,basic
u407286,2021-03-11,UK,iPad,basic
u138600,2020-12-22,DE,Android Phone,premium
u977280,2021-01-05,FR,iPhone,premium
u249071,2023-09-28,IN,Android Phone,premium
u249906,2021-08-04,BR,Mac,basic
u496670,2021-06-16,BR,iPhone,premium
u909646,2020-09-01,AU,iPad,basic
u834233,2023-04-16,DE,Android Tablet,enterprise
u370536,2022-03-23,AU,Android Tablet,basic
u080789,2023-12-24,IN,Windows,basic
u434178,2021-03-28,AU,Windows,enterprise
u807672,2022-09-20,JP,iPhone,premium
u558272,2020-12-13,AU,Mac,free
u295236,2021-03-08,CA,iPhone,premium
u146779,2021-01-06,MX,Android Tablet,enterprise
u383283,2023-04-25,AU,iPad,premium
u087635,2022-07-14,IN,iPhone,free
u261858,2023-01-10,MX,iPad,premium
u139676,2020-12-30,MX,iPhone,free
u028991,2023-11-25,US,Mac,free
u220584,2021-06-29,AU,Mac,basic
u427182,2021-06-20,CA,Mac,enterprise
u528440,2023-10-23,FR,Android Phone,enterprise
u892928,2023-07-04,DE,Mac,enterprise
u572256,2020-04-04,AU,iPhone,free
u623577,2022-02-07,CA,Android Tablet,free
u767869,2022-01-25,AU,Windows,basic
u763482,2021-01-16,US,iPhone,basic
u496459,2023-02-14,IN,Mac,premium
u527962,2020-05-27,UK,Android Phone,premium
u814927,2023-11-08,MX,iPhone,free
u217341,2021-05-27,FR,Android Phone,basic
u376326,2021-04-28,US,iPhone,enterprise
u242219,2022-12-21,CA,Android Phone,free
u995634,2022-07-24,MX,iPhone,enterprise
u621537,2021-12-11,MX,Android Phone,premium
u137426,2023-08-13,MX,iPhone,basic
u756593,2020-10-31,CA,Windows,enterprise
u323835,2020-04-24,CA,Mac,enterprise
u663263,2020-12-18,US,Mac,premium
u128250,2021-12-21,UK,Windows,free
u611012,2021-12-27,IN,Mac,basic
u122602,2023-04-20,US,Android Tablet,enterprise
u361404,2022-02-14,US,Windows,premium
u791377,2022-10-08,US,Mac,enterprise
u677733,2020-03-21,CA,Windows,free
u578170,2020-02-11,JP,iPhone,basic
u074768,2022-02-03,DE,Windows,enterprise
u350721,2020-03-28,DE,Android Phone,free
u937832,2021-01-25,AU,Android Tablet,free
u397899,2023-11-30,CA,Mac,free
u405479,2023-10-22,IN,iPad,premium
u706902,2020-05-11,MX,iPad,free
u081878,2020-04-21,DE,iPad,basic
u047999,2020-06-23,DE,iPad,basic
u968833,2023-08-13,FR,Windows,enterprise
u134161,2021-08-13,BR,iPad,enterprise
u400378,2023-02-19,UK,Windows,premium
u044478,2020-06-05,IN,Android Tablet,free
u756380,2020-07-25,JP,iPad,basic
u059618,2023-03-19,AU,iPhone,free
u694772,2020-05-17,CA,Android Tablet,enterprise
u671288,2020-11-15,FR,Mac,free
u413401,2023-08-14,MX,iPhone,enterprise
u405653,2022-08-07,FR,iPad,enterprise
u688279,2020-10-19,DE,Android Tablet,basic
u477131,2020-03-18,US,Windows,enterprise
u133620,2023-12-19,CA,Windows,premium
u262540,2021-12-01,UK,iPhone,enterprise
u111546,2020-12-05,BR,Mac,premium
u960178,2022-12-12,CA,Android Phone,free
u654829,2020-04-22,DE,Mac,premium
u024065,2021-05-09,MX,Mac,basic
u958793,2023-07-29,CA,iPhone,premium
u719663,2020-01-03,BR,Android Phone,basic
u977631,2021-02-24,CA,iPhone,basic
u708227,2020-02-15,AU,Android Phone,premium
u562522,2023-08-21,FR,Windows,basic
u551577,2022-03-02,MX,iPad,free
u742558,2020-02-27,JP,Android Phone,enterprise
u296200,2021-07-11,US,Mac,free
u137205,2022-10-03,AU,iPad,premium
u428314,2022-03-19,IN,Mac,free
u686375,2021-12-07,AU,iPhone,basic
u950910,2022-04-15,UK,Android Phone,enterprise
u081482,2023-08-12,JP,Mac,premium
u478121,2023-08-30,FR,Mac,enterprise
u888656,2023-11-02,JP,Android Phone,free
u434294,2020-11-01,AU,iPhone,enterprise
u658316,2022-02-18,US,iPad,enterprise
u948111,2022-11-02,CA,Windows,basic
u118078,2023-09-16,US,iPad,basic
u699142,2023-07-25,JP,Android Tablet,premium
u414949,2020-09-07,IN,iPad,basic
u477834,2020-08-18,UK,Windows,enterprise
u842787,2022-04-08,UK,Android Tablet,premium
u157501,2021-07-15,US,iPad,enterprise
u288941,2023-05-26,AU,Android Phone,premium
u349027,2022-10-11,JP,Mac,enterprise
u876510,2020-01-10,UK,Android Phone,free
u023596,2023-05-08,DE,iPhone,free
u791267,2020-04-03,JP,Windows,free
u530436,2021-02-18,JP,Windows,free
u165783,2023-08-23,MX,Windows,free
u995098,2020-05-03,FR,iPad,free
u598521,2022-11-18,CA,Mac,free
u051492,2023-09-12,BR,Android Tablet,premium
u456918,2023-11-14,AU,Windows,free
u868375,2023-07-05,BR,Windows,enterprise
u484917,2021-10-27,BR,iPad,enterprise
u331829,2022-08-06,CA,iPad,basic
u338865,2020-12-20,FR,Android Phone,free
u345817,2022-06-20,BR,Android Phone,basic
u711842,2021-01-24,FR,Windows,premium
u448653,2021-06-24,IN,Android Phone,basic
u129505,2022-11-14,FR,Android Phone,basic
u557275,2021-04-17,JP,Android Phone,enterprise
u167286,2020-10-09,UK,iPad,free
u090853,2020-02-14,MX,Android Tablet,basic
u285231,2022-05-30,FR,Android Tablet,basic
u567648,2023-08-02,IN,Android Phone,free
u931052,2022-03-10,DE,Windows,premium
u264984,2022-03-15,UK,Mac,free
u519742,2020-10-04,JP,Windows,premium
u120885,2020-07-29,US,Mac,basic
u837848,2023-07-29,IN,iPad,free
u939580,2022-12-19,UK,Windows,free
u434127,2020-07-28,IN,Android Tablet,premium
u677797,2020-05-19,US,iPhone,free
u615536,2021-02-27,MX,Windows,basic
u140254,2022-08-25,MX,Android Tablet,basic
u562201,2021-09-12,FR,iPad,enterprise
u160329,2022-05-11,MX,Mac,free
u645074,2020-10-30,JP,Android Tablet,premium
u951086,2023-07-27,JP,Android Phone,free
u636050,2020-08-10,AU,Windows,premium
u815587,2020-10-13,BR,Windows,enterprise
u976474,2020-07-13,CA,Android Phone,premium
u732379,2020-11-25,JP,Android Tablet,enterprise
u646100,2022-06-30,IN,iPad,free
u453818,2022-06-21,FR,iPad,enterprise
u024719,2020-02-08,FR,Android Tablet,enterprise
u621209,2023-08-09,DE,Mac,basic
u510804,2023-05-22,US,Windows,premium
u064274,2021-01-27,AU,Android Phone,premium
u893444,2022-12-09,US,iPad,premium
u729319,2022-10-16,UK,iPhone,basic
u262198,2021-11-20,IN,Mac,enterprise
u416386,2023-08-26,MX,Android Phone,free
u140982,2020-11-30,DE,Android Phone,free
u386642,2020-09-26,JP,iPad,premium
u416446,2023-12-08,AU,Android Phone,enterprise
u441750,2020-10-09,BR,Android Tablet,enterprise
u297390,2022-03-13,DE,iPad,enterprise
u169256,2023-01-29,DE,iPad,enterprise
u523017,2022-09-30,FR,Android Phone,free
u415882,2023-07-09,MX,Android Tablet,enterprise
u129528,2023-10-08,DE,Windows,free
u477452,2021-10-12,JP,Android Phone,free
u013295,2022-12-30,BR,Mac,free
u989010,2023-08-23,IN,Android Phone,premium
u599618,2023-11-09,UK,Android Tablet,free
u490426,2023-11-23,FR,Mac,free
u770028,2023-08-24,MX,Mac,free
u589691,2020-08-12,US,Windows,premium
u426954,2023-07-10,BR,iPad,basic
u112877,2020-12-13,UK,Windows,basic
u168878,2022-09-11,US,iPad,basic
u345434,2022-06-16,JP,Windows,basic
u474421,2020-04-13,CA,Android Tablet,premium
u691485,2023-11-17,MX,Mac,free
u403073,2022-07-14,US,Android Tablet,premium
u819728,2023-08-02,MX,Windows,basic
u103038,2022-11-29,UK,Windows,premium
u882962,2020-12-23,BR,iPhone,free
u668849,2021-05-22,BR,Mac,free
u665416,2022-01-27,FR,Mac,premium
u425050,2020-01-23,JP,Android Phone,enterprise
u318451,2022-03-30,JP,Windows,free
u656353,2021-11-15,US,iPad,premium
u980712,2022-10-26,IN,Windows,enterprise
u018092,2022-10-21,DE,Windows,premium
u300297,2022-06-17,CA,iPhone,enterprise
u625087,2022-10-25,CA,Android Tablet,enterprise
u024971,2023-04-13,FR,iPad,free
u816336,2023-02-19,MX,Android Phone,free
u724475,2020-01-26,US,iPhone,basic
u655323,2020-07-26,IN,Mac,free
u982266,2020-07-20,MX,Android Tablet,free
u903506,2020-02-17,UK,iPhone,free
u026144,2021-11-07,DE,Android Phone,free
u233798,2021-07-21,DE,iPad,free
u439926,2022-01-30,MX,Android Phone,enterprise
u735328,2021-08-04,MX,Android Tablet,basic
u469969,2023-01-29,AU,Android Phone,basic
u121018,2021-06-29,UK,Windows,premium
u413825,2020-12-01,CA,iPad,basic
u172262,2020-12-06,FR,Android Phone,basic
u704163,2022-09-08,AU,Android Phone,free
u597499,2020-05-11,DE,Android Phone,premium
u010848,2020-09-30,JP,iPhone,free
u744405,2023-01-30,IN,Mac,enterprise
u046527,2021-09-13,FR,Mac,basic
u555586,2020-08-29,IN,iPad,enterprise
u280880,2023-01-15,IN,Windows,enterprise
u103855,2020-12-12,FR,Windows,basic
u270267,2022-04-06,DE,Android Phone,basic
u962504,2022-11-03,MX,Mac,basic
u642562,2021-08-10,US,iPad,basic
u147689,2021-02-01,IN,Windows,free
u694648,2020-06-03,JP,iPad,free
u574382,2021-06-20,FR,iPhone,premium
u999768,2021-01-22,MX,Android Tablet,premium
u840877,2022-07-17,AU,Mac,enterprise
u991756,2021-07-06,MX,iPhone,basic
u386169,2020-09-19,JP,iPad,free
u303724,2020-06-15,FR,Mac,free
u422444,2020-04-01,IN,Android Tablet,premium
u191091,2020-11-16,FR,Android Tablet,basic
u673899,2022-10-25,MX,Android Tablet,free
u290647,2023-04-28,MX,iPad,enterprise
u248255,2020-11-18,UK,Mac,premium
u281023,2020-07-13,BR,Android Tablet,free
u900737,2023-10-07,BR,Windows,free
u779740,2023-01-24,AU,Android Tablet,enterprise
u278082,2023-05-11,BR,Android Tablet,premium
u210327,2023-09-28,US,Windows,basic
u453289,2022-03-28,FR,Android Phone,basic
u037530,2020-03-01,BR,Android Phone,basic
u958674,2023-07-20,US,Android Phone,premium
u655620,2023-12-20,IN,iPhone,premium
u239472,2022-10-20,JP,iPhone,enterprise
u503631,2020-11-30,IN,Android Tablet,free
u452933,2020-02-16,CA,Android Phone,free
u784618,2023-03-11,CA,Android Phone,premium
u422233,2022-08-16,BR,iPhone,enterprise
u148095,2023-07-01,MX,iPhone,basic
u266421,2023-02-14,JP,Windows,enterprise
u241923,2023-05-04,BR,iPad,premium
u490920,2023-12-05,DE,Mac,basic
u835984,2023-04-08,JP,iPad,enterprise
u668632,2021-11-16,MX,Android Tablet,enterprise
u964972,2023-05-17,DE,Windows,free
u097619,2021-10-14,IN,iPad,free
u203842,2022-09-11,FR,Android Tablet,enterprise
u184173,2023-05-27,UK,iPad,basic
u078810,2021-01-27,IN,iPad,enterprise
u400818,2022-03-15,JP,Android Phone,enterprise
u607034,2022-06-25,FR,Android Phone,basic
u179285,2021-07-01,UK,iPad,premium
u928272,2022-10-29,UK,Android Phone,free
u593654,2023-11-27,BR,Android Phone,basic
u645040,2020-06-04,IN,iPad,basic
u171941,2020-10-16,MX,Mac,free
u533892,2023-03-08,FR,Mac,enterprise
u933524,2021-12-29,AU,iPad,enterprise
u898638,2021-11-04,US,iPad,enterprise
u365921,2023-09-01,JP,Android Phone,free
u146652,2022-03-14,DE,Mac,free
u903668,2022-09-01,FR,Android Tablet,premium
u783593,2022-01-20,DE,Mac,enterprise
u029364,2020-03-13,JP,Mac,free
u672332,2022-09-11,CA,Android Tablet,basic
u383463,2021-04-21,DE,Android Phone,basic
u884882,2023-01-16,UK,Android Phone,basic
u684839,2023-03-19,JP,Windows,free
u540054,2021-08-06,UK,Android Phone,free
u484162,2022-12-08,DE,iPhone,premium
u460078,2023-06-25,BR,iPhone,free
u065035,2021-05-10,CA,Windows,enterprise
u749687,2020-04-04,UK,iPhone,premium
u035333,2021-02-19,UK,Android Phone,free
u065801,2020-09-05,BR,Windows,enterprise
u322832,2023-02-23,UK,Android Tablet,basic
u103774,2021-06-13,UK,iPad,premium
u508395,2022-02-27,IN,Android Tablet,premium
u721036,2022-06-19,DE,Android Phone,basic
u804228,2021-09-05,FR,iPad,premium
u852620,2023-08-04,UK,iPad,basic
u982330,2022-10-09,IN,Android Phone,free
u902129,2023-11-02,BR,Windows,basic
u871378,2022-09-13,UK,Android Tablet,premium
u556066,2023-11-25,JP,Android Phone,basic
u585425,2020-05-05,IN,Windows,basic
u526311,2023-07-29,FR,Android Tablet,basic
u812072,2022-03-09,DE,Windows,enterprise
u922593,2021-03-16,DE,Windows,free
u934613,2023-07-18,JP,iPhone,basic
u813948,2021-06-01,MX,Windows,premium
u660807,2020-07-17,JP,Mac,free
u405542,2023-08-30,CA,Android Tablet,basic
u571757,2021-11-12,JP,Android Tablet,free
u724490,2021-01-12,UK,Android Phone,free
u679439,2022-06-06,FR,Android Tablet,basic
u472723,2023-11-15,DE,Mac,enterprise
u207139,2020-02-19,US,Windows,premium
u700707,2020-04-22,US,Mac,premium
u836859,2023-05-12,US,iPad,premium
u075730,2022-09-08,MX,iPhone,basic
u063748,2023-09-29,CA,Mac,premium
u058561,2020-08-11,US,Mac,free
u496386,2021-11-17,US,Mac,enterprise
u960703,2023-07-04,US,iPad,enterprise
u140893,2022-07-15,FR,iPhone,enterprise
u084719,2020-12-02,US,Android Phone,premium
u495866,2020-11-16,FR,Windows,premium
u027238,2020-10-21,UK,Android Phone,premium
u669039,2022-12-07,DE,iPhone,premium
u605885,2020-04-22,MX,Mac,basic
u985091,2022-03-08,MX,Android Tablet,enterprise
u888714,2020-05-24,MX,Windows,basic
u261399,2023-09-23,FR,Mac,premium
u018812,2022-07-10,JP,iPhone,basic
u601144,2023-10-29,JP,Android Phone,basic
u392013,2023-04-11,CA,iPad,enterprise
u294243,2020-10-22,BR,iPhone,basic
u765239,2022-09-11,IN,Android Phone,free
u799398,2021-04-11,AU,Mac,enterprise
u866358,2023-02-21,JP,iPhone,enterprise
u245822,2022-08-24,IN,Mac,enterprise
u169760,2023-12-15,IN,Android Tablet,free
u799879,2022-11-11,AU,Mac,free
u766377,2022-10-13,JP,iPhone,premium
u166242,2023-05-20,BR,Android Phone,premium
u432574,2022-08-29,DE,iPhone,enterprise
u800836,2022-06-10,CA,iPad,enterprise
u655109,2021-04-12,US,Android Phone,premium
u023571,2020-02-21,FR,iPad,free
u483067,2023-11-09,MX,Mac,basic
u188385,2021-03-09,FR,iPhone,premium
u709693,2022-01-04,UK,Android Tablet,free
u412680,2021-10-15,CA,iPad,basic
u313898,2020-03-15,IN,iPad,free
u185200,2023-08-26,BR,Android Tablet,basic
u322169,2023-11-24,MX,iPad,enterprise
u512163,2021-06-27,MX,Android Phone,premium
u441988,2022-02-23,DE,Windows,enterprise
u629116,2021-07-15,IN,iPhone,premium
u333417,2022-11-16,BR,Mac,enterprise
u995608,2023-04-23,CA,Mac,basic
u294940,2021-11-20,UK,Mac,basic
u693730,2022-05-22,US,Windows,premium
u009070,2023-03-23,AU,iPad,premium
u397140,2020-12-15,DE,Mac,premium
u487259,2021-10-01,MX,iPhone,basic
u547302,2020-02-03,DE,iPhone,free
u078429,2022-12-16,DE,Android Tablet,premium
u723901,2020-12-30,MX,iPad,enterprise
u695390,2020-10-20,DE,Android Phone,premium
u918234,2021-09-25,DE,Windows,enterprise
u387988,2022-09-11,DE,Android Phone,basic
u587869,2021-04-18,BR,iPad,free
u017659,2022-02-09,US,Android Tablet,premium
u416217,2022-02-04,BR,Android Tablet,enterprise
u228673,2021-08-02,BR,Windows,enterprise
u481437,2020-02-18,IN,iPad,basic
u010278,2020-09-29,FR,Android Phone,basic
u255836,2022-02-16,US,Mac,enterprise
u318358,2022-01-14,MX,Android Phone,free
u387737,2021-12-13,AU,Windows,basic
u113869,2023-03-01,IN,iPhone,enterprise
u835726,2020-01-23,UK,Android Phone,premium
u684012,2022-10-26,US,iPhone,premium
u195265,2021-10-02,IN,Android Phone,basic
u609997,2023-08-05,IN,iPhone,free
u932468,2021-03-12,IN,Android Tablet,basic
u697278,2023-06-11,BR,iPad,free
u761128,2020-05-03,UK,iPhone,basic
u727924,2022-06-04,US,iPad,premium
u418619,2020-12-17,US,iPhone,basic
u858569,2021-06-03,CA,Mac,enterprise
u428234,2021-07-17,FR,Windows,basic
u854759,2021-10-04,JP,iPhone,basic
u575052,2023-02-01,JP,Android Tablet,basic
u195927,2023-01-26,DE,iPhone,free
u227215,2021-12-16,BR,Mac,free
u669186,2023-01-07,JP,Windows,free
u614616,2022-06-27,UK,Android Tablet,enterprise
u764629,2022-09-05,IN,iPad,basic
u805832,2020-03-01,DE,Android Phone,free
u123612,2023-05-20,US,Windows,basic
u400441,2022-08-05,FR,iPad,basic
u822574,2022-07-12,UK,Android Tablet,premium
u880192,2023-01-06,CA,Windows,basic
u672238,2022-11-06,IN,iPad,free
u297977,2023-11-21,JP,Windows,basic
u695807,2020-08-19,IN,iPad,basic
u076112,2022-05-03,IN,iPad,basic
u128548,2022-07-05,BR,Android Tablet,premium
u925782,2021-01-02,JP,Android Tablet,enterprise
u557843,2022-08-15,CA,Windows,enterprise
u123056,2022-10-05,MX,Android Tablet,enterprise
u859108,2023-09-04,UK,Android Tablet,enterprise
u197445,2023-03-05,UK,Android Phone,free
u206204,2023-01-10,IN,Android Phone,basic
u863242,2021-09-16,UK,Mac,basic
u532248,2021-04-29,UK,Windows,free
u303894,2023-09-17,DE,Windows,free
u925372,2020-12-22,US,Mac,premium
u682618,2022-01-15,JP,Android Phone,free
u821638,2020-10-20,FR,iPad,basic
u914150,2022-01-13,CA,iPad,premium
u749073,2022-07-20,FR,Android Tablet,basic
u199619,2021-01-26,CA,Mac,premium
u563100,2022-05-21,JP,Android Phone,basic
u516494,2022-05-26,DE,Android Tablet,free
u219580,2023-07-05,CA,Windows,basic
u153317,2023-06-21,CA,Android Tablet,free
u624439,2023-08-10,JP,Android Tablet,premium
u506257,2022-07-18,BR,Android Phone,enterprise
u798170,2021-04-02,US,Android Phone,premium
u628569,2022-04-14,IN,iPad,free
u100622,2021-05-11,AU,Android Tablet,premium
u146567,2020-03-07,FR,Android Phone,enterprise
u779308,2023-08-14,FR,iPhone,premium
u250491,2020-05-14,AU,Mac,basic
u098004,2021-03-16,UK,iPad,premium
u474364,2020-07-17,DE,Windows,premium
u491188,2022-07-04,DE,Mac,premium
u810073,2023-10-09,MX,Mac,free
u974397,2023-02-14,US,Mac,free
u744851,2021-02-25,BR,Android Tablet,premium
u323484,2021-11-04,FR,Android Phone,enterprise
u410224,2020-01-09,UK,iPad,free
u790472,2023-08-18,DE,iPad,enterprise
u286650,2020-10-16,AU,Android Tablet,enterprise
u543815,2021-09-16,UK,iPad,free
u461563,2023-02-05,MX,Android Tablet,premium
u900526,2020-08-31,IN,iPhone,basic
u557034,2020-08-24,AU,Android Phone,premium
u271689,2021-09-29,AU,Android Phone,premium
u552897,2022-09-07,JP,Windows,free
u368168,2021-09-06,AU,Android Tablet,premium
u169079,2020-04-03,IN,Windows,enterprise
u079978,2023-01-05,IN,Android Tablet,free
u841194,2022-12-17,IN,iPhone,enterprise
u785657,2020-09-16,MX,iPhone,enterprise
u960224,2023-01-07,BR,iPad,premium
u197432,2021-09-21,MX,Android Tablet,enterprise
u295597,2022-11-26,DE,Windows,basic
u536898,2023-12-27,AU,iPad,premium
u678753,2023-07-22,FR,iPad,free
u095593,2021-03-26,MX,iPad,basic
u688385,2020-08-05,US,Mac,basic
u746625,2023-03-09,AU,iPhone,enterprise
u376917,2020-12-22,AU,iPad,free
u261514,2022-04-01,UK,iPhone,basic
u774997,2023-07-08,JP,Windows,premium
u882321,2023-12-13,US,Android Phone,basic
u645432,2022-05-12,MX,Android Tablet,premium
u964674,2022-05-01,AU,iPhone,premium
u344262,2023-03-22,DE,Android Phone,premium
